id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,average_bill,remaining_contract_months,service_failure_count,average_download_speed,average_upload_speed,download_over_limit,churn,total_average_speed,,,,Number of people left
980532,1,0,3.04,12,0.9,0,184.9,15.5,0,0,200.4,,,,
980625,1,0,0.55,13,0,1,1.8,0.1,0,1,1.9,,,,
980639,1,1,3.04,24,0.89,0,153.9,8.4,0,0,162.3,,,,
980650,1,0,3.04,12,0.9,0,10.7,0.7,0,0,11.4,,,,
980667,1,0,3.04,12,0.91,0,38.7,9.3,0,0,48,,,,
980678,1,0,3.04,20,0.91,1,122,21.8,0,0,143.8,,,,
980733,1,0,3.04,12,0.91,0,30.2,1.1,0,0,31.3,,,,
980735,1,0,3.04,30,0.9,2,62.7,7.4,0,0,70.1,,,,
980753,1,0,3.04,15,0.9,0,26.6,2.5,0,0,29.1,,,,
980760,1,0,2.96,22,0,2,14.2,0.8,0,1,15,,,,
980770,1,0,1.76,38,0,0,59.9,4.6,0,1,64.5,,,,
980807,1,0,3.04,30,0.72,0,155.2,15.2,0,0,170.4,,,,
980814,1,0,3.04,12,0.9,0,45.6,9.2,0,0,54.8,,,,
980902,1,0,3.04,12,0.9,0,73,3.9,0,0,76.9,,,,
980930,1,1,3.04,24,1.88,0,50.3,89.7,0,0,140,,,,
980937,1,0,0,0,0,0,5.9,0.2,0,1,6.1,,,,
980940,1,0,1.4,30,0,0,46.2,3.7,0,1,49.9,,,,
980970,1,0,2.74,33,0,0,104.2,7.5,0,1,111.7,,,,
980976,1,1,3.04,28,0.9,2,181.6,18.8,0,0,200.4,,,,
981047,1,1,3.04,24,0.89,0,159,7.4,0,0,166.4,,,,
981052,1,0,3.04,37,0.9,0,97,30.2,0,0,127.2,,,,
981059,1,0,3.04,12,0.89,0,16,1.5,0,0,17.5,,,,
981075,1,0,3.04,12,0.9,0,49,2.8,0,0,51.8,,,,
981087,1,0,2.01,13,0,0,108.5,13,0,1,121.5,,,,
981100,1,0,0.01,0,0,0,0,0,0,1,0,,,,
981118,1,0,2.99,12,0,0,40.6,4.4,0,1,45,,,,
981135,1,0,3.75,0,0,0,0,0,0,1,0,,,,
981171,1,0,3.04,12,0.9,0,51.2,1.5,0,0,52.7,,,,
981211,1,1,3.04,21,1.87,0,35,2.2,0,0,37.2,,,,
981229,1,0,1.72,30,0,1,79,44.2,0,1,123.2,,,,
981280,1,0,0.71,32,0,3,17.4,0.9,0,1,18.3,,,,
981319,1,0,0.43,12,0,0,2.4,0.2,0,1,2.6,,,,
981328,1,1,3.04,12,0.9,1,68.8,6.6,0,0,75.4,,,,
981330,1,0,3.04,12,0.9,1,154.2,8.5,0,0,162.7,,,,
981334,1,1,3.04,24,0.85,2,63.8,6.8,0,0,70.6,,,,
981340,1,1,3.04,22,0.9,0,13.3,1.2,0,0,14.5,,,,
981346,1,0,3.04,30,0.9,0,27.5,0.9,0,0,28.4,,,,
981353,1,1,3.04,24,0.83,0,88.8,5.8,0,0,94.6,,,,
981366,1,0,3.04,12,0.9,1,31,2.3,0,0,33.3,,,,
981381,1,0,2.95,12,0,0,27.9,1.8,0,1,29.7,,,,
981385,1,0,2.73,24,0,0,34,7.1,0,1,41.1,,,,
981449,1,1,3.65,15,1.24,0,23.7,41.9,0,1,65.6,,,,
981481,1,0,0.01,0,0,0,1.9,0.1,0,1,2,,,,
981511,1,0,1.96,13,0,0,14.3,1.5,0,1,15.8,,,,
981516,1,0,3.04,12,0.9,0,56.4,1.9,0,0,58.3,,,,
981532,1,0,1.73,30,0,0,152.9,9.8,0,1,162.7,,,,
981554,1,0,3.04,12,0.91,0,14.9,1.3,0,0,16.2,,,,
981570,1,1,3.04,10,1.27,0,63.8,5.5,0,0,69.3,,,,
981576,1,0,3.04,20,0.91,0,72.5,6.1,0,0,78.6,,,,
981579,1,0,3.04,12,0.9,0,178.8,7.3,0,0,186.1,,,,
981641,1,0,0.42,14,0,0,116.1,10.1,0,1,126.2,,,,
981649,1,0,0.09,8,0,0,3.6,0.5,0,1,4.1,,,,
981676,0,0,0.62,26,0,1,14.4,0.8,0,1,15.2,,,,
981712,1,0,3.04,12,0.91,0,2.7,0.5,0,0,3.2,,,,
981763,1,0,0.59,7,0,0,4.1,0.6,0,1,4.7,,,,
981794,1,1,3.04,24,0.88,2,170.7,5.5,0,0,176.2,,,,
981798,1,0,3.04,22,0.88,0,46.4,6.8,0,0,53.2,,,,
981810,1,0,3.9,12,0.04,0,44,6.6,0,1,50.6,,,,
981833,1,0,3.28,11,0.66,0,39.1,2.5,0,1,41.6,,,,
981849,1,0,3.04,22,0.85,0,48.6,2,0,0,50.6,,,,
981865,1,0,0.01,0,0,0,0,0,0,1,0,,,,
981869,1,0,1,26,0,1,0.5,0,0,1,0.5,,,,
981897,1,1,3.04,24,0.9,0,62.3,3,0,0,65.3,,,,
981962,1,0,0.47,22,0,0,60.1,8.3,0,1,68.4,,,,
982025,1,1,3.04,24,1.07,0,25.8,2.2,0,0,28,,,,
982065,1,0,1.15,18,0,1,114.4,7.9,0,1,122.3,,,,
982088,0,0,1.32,27,0,0,88.1,2.9,0,1,91,,,,
982091,1,0,3.04,12,0.9,0,16.8,1,0,0,17.8,,,,
982094,1,0,3.04,12,0.91,0,37.9,2.7,0,0,40.6,,,,
982134,1,0,1.99,13,0,0,84.7,4.2,0,1,88.9,,,,
982172,1,1,3.04,28,0.01,0,64.4,5.4,0,0,69.8,,,,
982228,1,0,3.04,12,0.9,0,13.2,3.9,0,0,17.1,,,,
982239,0,0,0.35,22,0,0,7.9,0.7,0,1,8.6,,,,
982261,1,0,2.01,13,0,0,1.2,0,0,1,1.2,,,,
982263,0,0,1.74,33,0,0,25,2.1,0,1,27.1,,,,
982280,1,1,3.04,10,1.29,2,93,8.5,0,0,101.5,,,,
982311,1,0,3.04,12,1.07,0,27.8,5,0,0,32.8,,,,
982319,1,1,2.99,20,0,0,86.5,3.5,0,1,90,,,,
982323,1,0,1.16,12,0,0,1.5,0.4,0,1,1.9,,,,
982356,1,1,3.04,24,0.9,0,26.1,1,0,0,27.1,,,,
982417,1,1,3.04,18,1.9,1,95.2,7.9,0,0,103.1,,,,
982440,1,0,2.09,11,1.36,0,84.3,6.1,0,1,90.4,,,,
982454,1,0,2.95,12,0,0,28.2,4.5,0,1,32.7,,,,
982492,1,0,3.03,12,0.9,0,39.7,4.6,0,0,44.3,,,,
982494,1,0,0.65,22,0,0,44.8,4.7,0,1,49.5,,,,
982502,1,0,3.03,12,0.9,0,28.5,5.9,0,0,34.4,,,,
982505,1,0,1.79,13,0,0,35.7,2.9,0,1,38.6,,,,
982527,1,0,2.75,24,0,0,43.6,6.9,0,1,50.5,,,,
982579,1,0,3.03,12,0.91,0,47.4,8.3,0,0,55.7,,,,
982585,1,0,3.03,19,1.9,0,81.8,2.6,0,0,84.4,,,,
982655,1,0,3.03,12,0.9,0,97.9,9,0,0,106.9,,,,
982725,1,0,3.03,12,0.91,0,35.9,2,0,0,37.9,,,,
982727,1,0,3.03,12,0.9,1,21.3,1.2,0,0,22.5,,,,
982757,1,0,3.03,12,0.9,0,98,5.2,0,0,103.2,,,,
982780,1,0,1.02,13,0,1,13,0.5,0,1,13.5,,,,
982789,1,0,0.69,9,0,0,13.8,1.2,0,1,15,,,,
982799,0,0,0.69,69,0,0,24.5,3.3,0,1,27.8,,,,
982816,1,0,1.58,13,0,0,30.2,1.8,0,1,32,,,,
982824,1,0,3.03,22,0.92,0,156.1,6.4,0,0,162.5,,,,
982841,1,0,2.42,28,0,1,76.9,3.6,0,1,80.5,,,,
982931,1,0,1.3,66,0,0,34.9,5.5,0,1,40.4,,,,
982941,1,0,0.97,30,0,1,76.5,4.7,0,1,81.2,,,,
982951,1,0,3.03,12,0.9,0,14.6,1.3,0,0,15.9,,,,
982972,1,1,3.03,10,1.34,0,59.7,5.9,0,0,65.6,,,,
982982,1,0,3.03,28,0,1,58.5,8,0,0,66.5,,,,
983007,1,0,2.03,11,0,0,6.8,0.4,0,1,7.2,,,,
983098,1,0,3.03,30,0.89,0,133.4,12,0,0,145.4,,,,
983123,1,0,1.55,13,0,0,5.3,0.7,0,1,6,,,,
983159,1,0,3.03,12,0.9,0,53,5.3,0,0,58.3,,,,
983176,1,0,1.98,13,0,0,48.2,2.4,0,1,50.6,,,,
983203,1,0,3.03,12,0.9,1,18.8,0.8,0,0,19.6,,,,
983230,1,0,3.03,12,0.91,1,28.9,1.1,0,0,30,,,,
983259,1,0,3.03,12,0.91,0,113.1,31.2,0,0,144.3,,,,
983260,1,0,3.17,12,0,0,11.9,10.1,0,1,22,,,,
983279,1,0,3.03,12,0.91,1,66.7,2.8,0,0,69.5,,,,
983296,1,0,3.03,12,0.91,0,104.8,10.4,0,0,115.2,,,,
983329,1,0,1.9,10,0,0,22.3,1.7,0,1,24,,,,
983355,1,1,3.03,21,1.88,0,51.4,2.3,0,0,53.7,,,,
983402,1,0,3.03,12,0.91,0,61.8,2.9,0,0,64.7,,,,
983405,1,0,0.34,19,0,0,29.3,8.9,0,1,38.2,,,,
983431,1,1,3.03,19,1.88,1,128.8,4.1,0,0,132.9,,,,
983521,1,0,0.84,15,0,0,27.2,2.6,0,1,29.8,,,,
983526,1,1,3.03,13,1.22,0,44.4,4,0,0,48.4,,,,
983534,1,0,3.03,12,0.9,0,76.3,4.2,0,0,80.5,,,,
983579,1,0,0.54,11,0,0,9.6,0.6,0,1,10.2,,,,
983628,0,0,0,0,0,0,0,0,0,1,0,,,,
983637,1,0,3.03,12,0.91,0,58.8,4.7,0,0,63.5,,,,
983645,1,0,3.03,12,0.95,0,59.1,6.3,0,0,65.4,,,,
983651,0,0,1,26,0,0,44.6,11.1,0,1,55.7,,,,
983658,1,0,3.03,12,0.92,0,46.3,2.1,0,0,48.4,,,,
983662,1,0,3.03,12,0.93,0,38.7,3.6,0,0,42.3,,,,
983675,1,0,0.79,26,0,1,39.6,2.8,0,1,42.4,,,,
983690,1,1,3.03,24,0.95,0,183.2,13,0,0,196.2,,,,
983703,1,1,3.03,12,0.91,0,2.2,0.1,0,0,2.3,,,,
983756,1,0,3.03,20,0.91,2,27.5,4.6,0,0,32.1,,,,
983767,1,0,1.07,13,0,0,17.2,1,0,1,18.2,,,,
983800,1,0,3.03,12,0.91,0,100.1,6.2,0,0,106.3,,,,
983829,1,0,1.67,8,0,0,22,1.2,0,1,23.2,,,,
983845,1,0,2.28,11,0,0,54.3,3.3,0,1,57.6,,,,
983867,1,0,3.03,12,0.9,0,189.7,12.7,0,0,202.4,,,,
983875,1,1,3.03,79,1.08,0,244.5,20.4,0,0,264.9,,,,
983881,1,0,2.81,12,0,0,27.3,1.1,0,1,28.4,,,,
983884,1,0,3.03,12,0.91,0,38.5,2.8,0,0,41.3,,,,
983921,1,1,3.03,24,0.91,0,89.8,4.9,0,0,94.7,,,,
983987,1,0,1.63,30,0,0,6.8,0.3,0,1,7.1,,,,
983998,1,0,1.7,40,0,0,72,3.3,0,1,75.3,,,,
984011,1,0,1.97,13,0,0,113,7.3,0,1,120.3,,,,
984020,1,1,3.03,22,0.88,0,68,6,0,0,74,,,,
984031,1,0,0.83,14,0,0,58.9,5,0,1,63.9,,,,
984053,1,0,3.03,12,0.91,1,63.5,18.6,0,0,82.1,,,,
984126,1,0,3.03,12,0.91,0,37.6,1.3,0,0,38.9,,,,
984143,1,0,1.33,12,0,0,22.1,1,0,1,23.1,,,,
984160,0,0,0.99,26,0,0,37.3,7.9,0,1,45.2,,,,
984176,1,0,0.49,24,0,0,11.4,0.9,0,1,12.3,,,,
984188,1,0,3.03,12,1.01,0,15,0.8,0,0,15.8,,,,
984208,1,0,0.45,13,0,0,21,2.9,0,1,23.9,,,,
984218,1,0,3.53,0,0,0,0,0,0,1,0,,,,
984222,1,0,0.78,13,0,0,7.7,0.6,0,1,8.3,,,,
984270,1,1,3.03,17,1.72,0,89,4.5,0,0,93.5,,,,
984288,1,0,3.03,12,0.92,0,130.2,7.2,0,0,137.4,,,,
984292,0,0,0.66,17,0,0,18.7,1.2,0,1,19.9,,,,
984347,1,0,2.7,12,0,0,58.4,3.5,0,1,61.9,,,,
984360,1,0,0.67,23,0,3,25.8,2.1,0,1,27.9,,,,
984370,1,0,3.03,28,0,0,54.1,3,0,0,57.1,,,,
984382,1,0,3.03,12,0.91,0,25.2,9.5,0,0,34.7,,,,
984406,1,0,3.03,22,0.93,0,34.5,4.8,0,0,39.3,,,,
984411,1,0,2.89,9,0,0,139,10.6,0,1,149.6,,,,
984427,1,0,3.03,21,0.11,0,39.3,3.1,0,0,42.4,,,,
984435,1,0,3.03,12,0.92,1,112.6,18.2,0,0,130.8,,,,
984446,1,1,3.84,21,1.01,0,0,0,0,1,0,,,,
984470,1,0,0.76,13,0,2,27.2,2.1,0,1,29.3,,,,
984471,0,0,2.83,33,0,0,24,4.7,0,1,28.7,,,,
984508,1,0,3.03,12,0.91,0,48.4,2.8,0,0,51.2,,,,
984527,1,0,3.03,12,0.91,0,3.9,0.3,0,0,4.2,,,,
984562,1,0,3.03,12,0.91,0,118.7,10.9,0,0,129.6,,,,
984591,1,0,3.03,12,0.94,0,30,1.6,0,0,31.6,,,,
984600,1,0,3.03,12,1.08,1,46.1,3.7,0,0,49.8,,,,
984711,1,0,3.03,12,0.91,3,5.5,0.7,0,0,6.2,,,,
984731,1,0,3.03,12,0.91,1,118.9,4.3,0,0,123.2,,,,
984734,1,0,3.03,12,0.92,0,8,0.7,0,0,8.7,,,,
984747,1,0,3.03,12,0.91,0,34.3,1.8,0,0,36.1,,,,
984768,1,0,3.03,12,0.91,0,63.6,7.7,0,0,71.3,,,,
984784,1,0,1.98,22,0,0,0,0,0,1,0,,,,
984817,1,0,1.21,13,0,0,26.2,0.7,0,1,26.9,,,,
984827,1,0,0.44,13,0,0,3.9,0.2,0,1,4.1,,,,
984850,1,0,3.73,12,0.2,0,114.7,5.5,0,1,120.2,,,,
984856,1,0,3.02,12,0.91,0,5.8,2.6,0,0,8.4,,,,
984874,1,0,0,0,0,0,0,0,0,1,0,,,,
984885,1,0,3.02,12,0.92,0,47.4,8.8,0,0,56.2,,,,
984897,1,0,3.02,12,0.91,0,100.7,6.4,0,0,107.1,,,,
984910,1,0,3,28,0,0,32.3,0.9,0,1,33.2,,,,
984920,1,0,1,17,0,1,54.2,19.6,0,1,73.8,,,,
984932,1,0,2.42,11,0,0,129.3,13.6,0,1,142.9,,,,
984942,1,0,2.76,22,0,0,29.5,5.6,0,1,35.1,,,,
984943,1,1,3.15,12,0,1,49.9,3.6,0,1,53.5,,,,
985005,1,0,1.97,13,0,0,15.5,0.9,0,1,16.4,,,,
985044,1,0,0.45,13,0,0,13.5,0.5,0,1,14,,,,
985110,1,0,3.02,12,0.91,0,15.8,0.6,0,0,16.4,,,,
985116,0,0,3.02,25,0,0,46.4,0.7,0,0,47.1,,,,
985201,1,1,0.37,22,0,1,9,0.5,0,1,9.5,,,,
985211,1,0,3.02,12,0.91,0,6.8,0.4,0,0,7.2,,,,
985224,1,0,3.02,20,0.91,0,25.6,1.4,0,0,27,,,,
985225,1,0,0.66,9,0,0,8,1.4,0,1,9.4,,,,
985244,1,0,3.02,12,0.91,0,4.3,0.3,0,0,4.6,,,,
985249,1,0,1.98,13,0,0,67.4,10.5,0,1,77.9,,,,
985252,1,0,3.02,12,0.91,0,48.5,3.9,0,0,52.4,,,,
985298,1,0,2.75,15,0,0,0,0,0,1,0,,,,
985327,1,1,2.58,21,0,0,48.3,3.4,0,1,51.7,,,,
985446,1,0,3.02,9,0.92,0,3.8,0.6,0,0,4.4,,,,
985465,1,0,3.02,12,0.94,0,82.9,9.1,0,0,92,,,,
985478,1,0,3.02,12,0.92,1,32.3,4.4,0,0,36.7,,,,
985491,1,0,3.02,12,0.92,0,106.5,7.8,0,0,114.3,,,,
985500,1,0,3.02,12,0.92,0,55.9,3.8,0,0,59.7,,,,
985512,1,0,3.02,12,0.92,1,17.8,1.7,0,0,19.5,,,,
985569,1,0,1.33,12,0,0,0,0,0,1,0,,,,
985575,1,0,3.02,20,0.94,0,38.6,1.2,0,0,39.8,,,,
985591,0,0,0.99,26,0,0,36.7,1.3,0,1,38,,,,
985598,0,0,3.02,66,0.27,3,109.1,16,0,0,125.1,,,,
985602,1,1,0.91,22,0,0,26.8,1.6,0,1,28.4,,,,
985606,1,1,3.02,16,1.49,1,50,4.9,0,0,54.9,,,,
985666,1,0,3.02,12,1.07,0,41.7,3.4,0,0,45.1,,,,
985669,0,0,0.83,28,0,0,52,14.6,0,1,66.6,,,,
985687,1,0,3.02,20,0.92,0,21.1,0.6,0,0,21.7,,,,
985712,1,0,3.02,12,0.93,0,19.1,5.7,0,0,24.8,,,,
985729,1,0,1.07,62,0,0,180.5,13.3,0,1,193.8,,,,
985756,1,0,1.48,30,0,0,17.3,0.4,0,1,17.7,,,,
985769,1,0,2.3,32,0,0,10.6,1.9,0,1,12.5,,,,
985782,1,0,1.97,46,0,3,18.5,1.7,0,1,20.2,,,,
985786,1,0,3.02,12,0.92,0,105.8,7.6,0,0,113.4,,,,
985855,1,0,1.96,13,0,0,23.5,2.8,0,1,26.3,,,,
985915,1,0,0.15,16,0,3,8.6,0.5,0,1,9.1,,,,
985929,1,0,3.02,12,0.92,0,10.7,0.9,0,0,11.6,,,,
985966,1,0,3.63,12,0.3,0,111.8,11.4,0,1,123.2,,,,
985979,1,0,1,12,0,0,44,4.8,0,1,48.8,,,,
986021,1,0,3.02,12,0.92,5,38.6,4.4,0,0,43,,,,
986085,1,1,3.02,21,0.36,0,112.5,11.8,0,0,124.3,,,,
986089,1,0,3.02,12,0.93,0,65,4.1,0,0,69.1,,,,
986102,1,0,3.02,12,0.92,0,85,4.8,0,0,89.8,,,,
986138,0,0,0.91,19,0,0,49.6,2.7,0,1,52.3,,,,
986162,1,0,2.12,13,0,0,85.7,9.9,0,1,95.6,,,,
986193,1,0,3.02,12,0.92,0,109.5,10.5,0,0,120,,,,
986199,1,0,3.02,20,0.92,0,45.8,10.7,0,0,56.5,,,,
986207,1,0,3.02,22,0.92,0,131.2,10.3,0,0,141.5,,,,
986233,1,0,1.91,10,0,0,17.3,1.1,0,1,18.4,,,,
986288,1,0,3.02,21,0.24,0,84.9,6.6,0,0,91.5,,,,
986295,1,0,3.02,20,0.92,0,56.4,1.6,0,0,58,,,,
986302,1,0,3.02,12,0.92,0,29.3,2.3,0,0,31.6,,,,
986315,1,0,3.02,10,0.92,0,84.6,8.6,0,0,93.2,,,,
986345,1,0,1.98,13,0,0,40.6,3.3,0,1,43.9,,,,
986373,1,1,3.02,15,1.13,0,70,6.8,0,0,76.8,,,,
986415,1,0,2.16,8,0,0,14.1,1,0,1,15.1,,,,
986424,1,0,2.08,11,0,0,55,2.5,0,1,57.5,,,,
986442,1,0,1.49,10,0,0,48.6,3.5,0,1,52.1,,,,
986454,1,0,3.02,20,0.92,0,19.8,1,0,0,20.8,,,,
986495,1,0,3.82,12,0.12,0,27.7,0.6,0,1,28.3,,,,
986501,0,0,2.56,41,0,0,168.5,20.6,0,1,189.1,,,,
986538,1,0,2.33,22,0,0,84.9,4.3,0,1,89.2,,,,
986539,1,1,3.02,17,0.11,0,49.2,3.6,0,0,52.8,,,,
986554,1,0,3.02,22,0.93,0,152.4,17.6,0,0,170,,,,
986557,1,0,2.01,21,0,0,34.9,5.7,0,1,40.6,,,,
986571,1,0,0.72,18,0,0,55.6,2.7,0,1,58.3,,,,
986642,1,0,3.02,12,0.92,0,49.8,2.3,0,0,52.1,,,,
986668,1,0,3.02,24,0,0,131.9,8,0,0,139.9,,,,
986696,1,0,3.02,12,0.92,0,50.2,3.7,0,0,53.9,,,,
986733,1,0,2.07,19,0,0,22.8,0.4,0,1,23.2,,,,
986796,1,0,3.02,12,0.92,0,14.4,0.9,0,0,15.3,,,,
986859,1,0,3.02,12,0.92,0,18.2,1.5,0,0,19.7,,,,
986877,1,1,2.96,22,0,0,18.3,0.7,0,1,19,,,,
986880,1,0,1.1,13,0,0,62,6.5,0,1,68.5,,,,
986889,1,0,2.14,13,0,0,6.1,1.3,0,1,7.4,,,,
986893,1,0,2.63,22,0,0,18.3,1.6,0,1,19.9,,,,
986895,1,0,3.61,0,0,0,0.5,0,0,1,0.5,,,,
986912,1,1,3.02,10,1.24,0,47.7,2.4,0,0,50.1,,,,
986925,1,0,1.1,32,0,0,88.1,4.1,0,1,92.2,,,,
986969,1,0,3.02,20,1.73,0,16.9,1.9,0,0,18.8,,,,
986976,1,1,3.02,12,0.92,0,69.4,7.5,0,0,76.9,,,,
986984,1,0,3.02,21,0.57,3,134.3,5.8,0,0,140.1,,,,
987049,0,0,1.07,18,0,0,69,10,0,1,79,,,,
987051,1,0,3.02,12,1.18,0,8.2,0.7,0,0,8.9,,,,
987069,1,0,3.02,20,0.92,0,62.5,1.5,0,0,64,,,,
987072,1,1,3.02,12,0.92,0,77,24.5,0,0,101.5,,,,
987081,1,0,3.02,20,0.92,0,86.6,3.4,0,0,90,,,,
987089,1,0,3.02,20,0.88,0,208.3,12.5,0,0,220.8,,,,
987129,1,0,3.02,20,0.92,0,113.3,8.2,0,0,121.5,,,,
987145,1,1,3.02,18,1.9,1,48.9,3.4,0,0,52.3,,,,
987157,1,0,3.02,12,0.92,3,52.3,4,0,0,56.3,,,,
987165,1,0,0.48,10,0,0,18,0.7,0,1,18.7,,,,
987171,1,1,3.11,56,0,0,78.7,4,0,1,82.7,,,,
987217,1,0,3.02,12,0.92,0,40.6,4.4,0,0,45,,,,
987247,1,0,2.86,12,0,0,151.9,11.6,0,1,163.5,,,,
987266,0,0,0.67,20,0,0,5.8,0.1,0,1,5.9,,,,
987280,1,0,1.98,25,0,0,106.2,21.7,0,1,127.9,,,,
987285,1,0,3.02,22,0.95,0,56.9,10.3,0,0,67.2,,,,
987325,1,1,3.02,23,1.96,0,28.2,4.7,0,0,32.9,,,,
987345,1,0,2.75,12,0,0,16.3,1.4,0,1,17.7,,,,
987361,1,0,3.02,12,0.92,0,20.5,1.7,0,0,22.2,,,,
987434,1,1,3.02,40,1.17,1,167.8,11.3,0,0,179.1,,,,
987473,1,0,0.87,24,0,0,116.5,24.7,0,1,141.2,,,,
987531,1,0,1.01,40,0,0,68.1,21.3,0,1,89.4,,,,
987540,1,1,3.01,24,1.12,0,141.4,7.4,0,0,148.8,,,,
987593,1,0,1.18,13,0,0,5.3,0.3,0,1,5.6,,,,
987596,1,0,3.01,8,0.93,1,32.6,11.4,0,0,44,,,,
987603,1,1,3.01,23,0,0,12.1,0.6,0,0,12.7,,,,
987620,1,0,3.01,22,0.93,0,38,4,0,0,42,,,,
987629,1,1,3.01,21,1.88,0,41.6,2.2,0,0,43.8,,,,
987640,1,0,1.02,24,0,0,45.7,1.2,0,1,46.9,,,,
987641,1,0,3.01,20,0.93,0,38.3,12,0,0,50.3,,,,
987761,1,0,0.99,26,0,0,13.6,0.6,0,1,14.2,,,,
987795,1,1,3.01,17,1.9,0,29.9,2.5,0,0,32.4,,,,
987830,1,0,0.18,27,0,0,38.5,3.5,0,1,42,,,,
987881,1,0,0.93,13,0,0,6.7,0.4,0,1,7.1,,,,
987952,1,0,3.01,12,0.93,0,8.5,1.6,0,0,10.1,,,,
987976,1,0,0,0,0,0,0.4,0,0,1,0.4,,,,
987979,1,0,3.01,12,0.92,0,69.3,6,0,0,75.3,,,,
987994,1,0,0.8,9,0,0,6.1,0.3,0,1,6.4,,,,
988001,1,0,3.01,12,0.93,0,112.3,13.3,0,0,125.6,,,,
988025,1,0,3.01,12,0.92,0,70.5,6,0,0,76.5,,,,
988042,1,0,3.01,12,0.92,0,3.3,0.3,0,0,3.6,,,,
988046,1,0,3.01,22,0.93,0,118.4,7.1,0,0,125.5,,,,
988073,1,0,0.23,0,0,0,18.3,0.5,0,1,18.8,,,,
988119,1,0,1.15,20,0,0,22.4,1.9,0,1,24.3,,,,
988158,1,0,3.01,12,0.92,0,41.9,1.7,0,0,43.6,,,,
988173,1,1,3.01,17,1.9,0,50.9,2.6,0,0,53.5,,,,
988181,1,0,3.01,12,0.92,0,11.9,0.8,0,0,12.7,,,,
988238,1,0,3.01,12,0.92,0,98.7,15,0,0,113.7,,,,
988240,1,0,3.01,12,0.92,0,88.2,8.3,0,0,96.5,,,,
988247,1,0,1.15,9,0,0,9.4,1.9,0,1,11.3,,,,
988305,1,0,0.92,13,0,0,15.5,0.6,0,1,16.1,,,,
988312,1,0,0.68,13,0,1,15.3,1.6,0,1,16.9,,,,
988319,1,0,3.01,12,0.93,0,0.7,0,0,0,0.7,,,,
988329,1,0,3.01,28,0.92,0,56,6.4,0,0,62.4,,,,
988343,1,0,3.01,12,0.93,0,53.6,2.5,0,0,56.1,,,,
988345,1,0,3.01,12,0.93,0,24.4,1.3,0,0,25.7,,,,
988353,1,0,2.22,15,0,0,42.1,2.2,0,1,44.3,,,,
988363,1,1,3.01,15,1.64,0,36.4,1.5,0,0,37.9,,,,
988425,0,0,1.25,22,0,0,20.1,2.2,0,1,22.3,,,,
988436,1,1,3.01,17,1.86,2,57.5,3,0,0,60.5,,,,
988464,1,0,3.01,20,0.91,0,75.5,7.7,0,0,83.2,,,,
988494,1,0,3.01,21,1.89,0,49.8,2.1,0,0,51.9,,,,
988512,1,1,3.01,36,1.22,8,300.9,15.1,0,0,316,,,,
988542,1,0,3.01,12,0.92,3,43.1,5,0,0,48.1,,,,
988596,1,0,2.13,13,0,0,46.6,2.7,0,1,49.3,,,,
988610,1,0,0.11,9,0,0,2.5,0.7,0,1,3.2,,,,
988636,1,0,2.35,11,0,0,18.5,1.5,0,1,20,,,,
988641,1,0,3.01,22,0.87,0,87.2,5.3,0,0,92.5,,,,
988649,1,0,1.96,13,0,0,3.6,0.2,0,1,3.8,,,,
988661,1,0,3.01,19,0.92,1,57.8,1.2,0,0,59,,,,
988676,1,1,3.01,24,1.19,0,116,15.1,0,0,131.1,,,,
988679,1,1,3.01,32,0.92,1,26.2,1.5,0,0,27.7,,,,
988685,1,1,2.86,22,0,0,98.1,4.5,0,1,102.6,,,,
988793,1,0,3.01,12,0.93,0,83.5,15.8,0,0,99.3,,,,
988833,1,0,1.65,23,0,0,22.8,3.9,0,1,26.7,,,,
988844,1,0,3.01,12,0.94,0,11.5,1.1,0,0,12.6,,,,
988854,1,1,3.01,24,0.88,0,214.6,9.8,0,0,224.4,,,,
988913,1,0,0.78,30,0,0,3.7,0.1,0,1,3.8,,,,
988917,1,1,3.01,19,1.89,0,10.4,2.7,0,0,13.1,,,,
988944,1,0,0.76,13,0,0,10.6,0.3,0,1,10.9,,,,
988958,1,0,3.01,12,0.92,1,83,4.1,0,0,87.1,,,,
988992,1,0,0.05,0,0,0,35.1,3,0,1,38.1,,,,
988995,1,1,3.01,10,1.12,0,10.5,8,0,0,18.5,,,,
989020,1,0,3.01,22,1.41,0,47.5,6.1,0,0,53.6,,,,
989038,1,0,0.44,6,0,0,78.7,4.5,0,1,83.2,,,,
989047,1,0,3.01,12,0.92,1,72.1,4.4,0,0,76.5,,,,
989051,1,0,3.01,22,0.92,0,115.5,11.8,0,0,127.3,,,,
989055,1,0,1.18,20,0,1,10.7,0.5,0,1,11.2,,,,
989065,1,0,1.98,24,0,0,54,5.9,0,1,59.9,,,,
989083,1,0,2.24,15,0,0,75.9,3.4,0,1,79.3,,,,
989098,0,0,0.3,24,0,0,106.6,11,0,1,117.6,,,,
989205,1,0,1.24,24,0,3,27.4,1.4,0,1,28.8,,,,
989209,1,0,3.01,12,0.92,0,17.6,2.8,0,0,20.4,,,,
989219,1,0,0.73,37,0,1,562.8,72.1,0,1,634.9,,,,
989266,1,0,0.45,10,0,2,25.9,3.2,0,1,29.1,,,,
989275,1,0,3.01,12,0.93,0,162.9,17.3,0,0,180.2,,,,
